player,team,minute,second,x,y,outcome,body_part,shot_type,first_time,statsbomb_xg,goal,distance,angle,xg_baseline,xg_improved,diff_baseline_statsbomb,diff_improved_statsbomb
Luis Alberto Suárez Díaz,Barcelona,57,22,93.2,33.2,Blocked,Right Foot,Open Play,False,0.03641452,0,27.64923145405673,0.2554827158253654,0.038003718404409303,0.02760796022922896,0.0015891984044093047,-0.00880655977077104
Lionel Andrés Messi Cuccittini,Barcelona,59,35,91.9,40.3,Post,Left Foot,Free Kick,False,0.046135064,0,28.10160137785745,0.25901122692747264,0.03649761984054385,0.06003895142324603,-0.009637444159456152,0.013903887423246025
Lionel Andrés Messi Cuccittini,Barcelona,61,42,97.6,57.2,Saved Off Target,Left Foot,Free Kick,False,0.030201381,0,28.241812972966173,0.20611888501879586,0.0348226486480334,0.056709170312228295,0.004621267648033403,0.026507789312228296
Luis Alberto Suárez Díaz,Barcelona,62,8,117.5,46.6,Saved,Right Foot,Open Play,True,0.18830797,0,7.057619995437556,0.46568428394192474,0.25459538226811823,0.348797605895126,0.06628741226811824,0.160489635895126
Gerard Piqué Bernabéu,Barcelona,62,10,113.8,39.5,Goal,Head,Open Play,False,0.1163927,1,6.220128616033597,1.0623339013747206,0.354882707303936,0.15473554303435108,0.238490007303936,0.03834284303435108
Philippe Coutinho Correia,Barcelona,66,6,99.8,27.1,Blocked,Right Foot,Open Play,False,0.028768575,0,23.967686580060246,0.25768724433975854,0.053704455132583935,0.041522304400367485,0.024935880132583934,0.012753729400367484
Lionel Andrés Messi Cuccittini,Barcelona,68,54,93.8,38.8,Saved,Left Foot,Free Kick,False,0.061037187,0,26.227466518899615,0.2770301489517895,0.044034918891328934,0.07436412011212866,-0.017002268108671066,0.01332693311212866
Philippe Coutinho Correia,Barcelona,72,57,103.1,22.4,Blocked,Right Foot,Open Play,False,0.023078715,0,24.40020491717232,0.20944858936857658,0.0500519772417129,0.038081946346060436,0.026973262241712898,0.015003231346060436
Luis Alberto Suárez Díaz,Barcelona,79,10,97.2,28.5,Blocked,Right Foot,Open Play,False,0.031279072,0,25.536052944807267,0.25559290984240196,0.046346633113835085,0.03488824214418177,0.015067561113835087,0.0036091701441817725
Samuel Yves Umtiti,Barcelona,79,44,109.7,37.1,Blocked,Left Foot,Open Play,False,0.066234566,0,10.700467279516346,0.6407589896844137,0.211567517067245,0.2037986616157947,0.145332951067245,0.13756409561579472
Philippe Coutinho Correia,Barcelona,82,50,95.7,24.7,Saved,Right Foot,Open Play,False,0.02217046,0,28.715501040378868,0.21586283450870883,0.03350360279328472,0.023732699891947918,0.011333142793284724,0.0015622398919479183
Philippe Coutinho Correia,Barcelona,87,26,95.3,33.0,Off T,Right Foot,Open Play,False,0.045253836,0,25.672748197261626,0.27302244390500535,0.046263975880416155,0.03485687257607697,0.0010101398804161568,-0.01039696342392303
Ousmane Dembélé,Barcelona,6,1,100.0,19.0,Off T,Right Foot,Open Play,False,0.011040762,0,29.0,0.17508484056724102,0.031772346027318044,0.022231666533158445,0.02073158402731804,0.011190904533158444
Youssef En-Nesyri,Leganés,7,0,107.1,38.1,Wayward,Head,Open Play,False,0.064639665,0,13.039171752837683,0.5425451415234775,0.16663717309032486,0.051409597162926424,0.10199750809032486,-0.013230067837073575
Philippe Coutinho Correia,Barcelona,11,8,98.1,38.5,Goal,Right Foot,Open Play,False,0.061166596,1,21.951309755912067,0.3297082266519729,0.06762100093872314,0.05478390895568021,0.006454404938723145,-0.006382687044319789
Lionel Andrés Messi Cuccittini,Barcelona,16,10,95.8,42.0,Post,Left Foot,Open Play,False,0.05264626,0,24.282503989498284,0.2982421433753196,0.053499654047662874,0.03904003852786421,0.000853394047662874,-0.01360622147213579
Lionel Andrés Messi Cuccittini,Barcelona,17,34,100.4,41.6,Saved,Left Foot,Open Play,True,0.08441909,0,19.665197685250963,0.36690707511236165,0.08508557941096548,0.09879925504425531,0.0006664894109654762,0.014380165044255308
Sergio Busquets i Burgos,Barcelona,22,36,89.6,29.2,Off T,Right Foot,Open Play,False,0.02089551,0,32.261432082286746,0.21329771863639638,0.023863792215083245,0.015918456723177002,0.0029682822150832455,-0.004977053276822997
Juan Francisco Moreno Fuertes,Leganés,24,41,97.0,59.1,Saved,Left Foot,Open Play,False,0.008897018,0,29.896655331324272,0.1889470190427717,0.029438213661029534,0.019134100663193546,0.020541195661029535,0.010237082663193547
Juan Francisco Moreno Fuertes,Leganés,32,10,101.1,58.1,Blocked,Right Foot,Open Play,False,0.017028803,0,26.16906570743404,0.20320747391495228,0.04225619390532956,0.03117184610266189,0.02522739090532956,0.01414304310266189
Youssef En-Nesyri,Leganés,37,46,108.0,32.9,Saved,Head,Open Play,False,0.113833904,0,13.943098651304165,0.45179048530733446,0.14700961987397826,0.04331726863254751,0.03317571587397826,-0.07051663536745248
Óscar Rodríguez Arnaiz,Leganés,44,20,100.8,20.8,Saved,Right Foot,Open Play,False,0.010002077,0,27.152900397563428,0.19176673861110755,0.03824248884961928,0.027689187979452693,0.028240411849619285,0.01768711097945269
Nabil El Zhar,Leganés,51,45,113.7,45.2,Goal,Head,Open Play,False,0.19231838,1,8.168843247363728,0.7129423086642362,0.2650935847512484,0.09840817138032856,0.07277520475124838,-0.09391020861967145
Óscar Rodríguez Arnaiz,Leganés,52,54,104.6,37.0,Goal,Right Foot,Open Play,True,0.48887327,1,15.689486925964156,0.4510096064752598,0.1267592789961195,0.16478626305963545,-0.36211399100388053,-0.3240870069403646
Ivan Rakitić,Barcelona,62,44,91.8,26.1,Saved,Right Foot,Open Play,False,0.016303219,0,31.43962467969362,0.20862472456849307,0.025736075534215495,0.0173909493765078,0.009432856534215495,0.0010877303765077992
Youssef En-Nesyri,Leganés,65,28,105.5,39.9,Blocked,Right Foot,Open Play,True,0.097248055,0,14.500344823486095,0.49447713011382455,0.14373149511140124,0.18992032213874993,0.046483440111401236,0.09267226713874993
Philippe Coutinho Correia,Barcelona,79,26,104.9,32.0,Saved,Right Foot,Open Play,False,0.06250472,0,17.08830009099793,0.37767589207343927,0.10759908991441669,0.0951848364377722,0.04509436991441669,0.0326801164377722
Ivan Rakitić,Barcelona,79,28,112.1,48.1,Saved,Right Foot,Open Play,True,0.1937795,0,11.314592347937248,0.46724105702478796,0.18385766122963956,0.24797322490022264,-0.00992183877036043,0.054193724900222645
Sergi Roberto Carnicer,Barcelona,85,56,106.1,54.1,Off T,Right Foot,Open Play,True,0.04932158,0,19.799494943053478,0.2625284016049922,0.07890241861287223,0.09521913481310607,0.02958083861287223,0.04589755481310607
Youssef En-Nesyri,Leganés,91,13,102.1,27.1,Saved,Left Foot,Open Play,False,0.07807029,0,22.063997824510412,0.2700077411718275,0.06450451393617504,0.04863129437289832,-0.01356577606382496,-0.02943899562710168
Nélson Cabral Semedo,Barcelona,2,54,90.8,50.2,Off T,Right Foot,Open Play,False,0.01869472,0,30.93024409861649,0.22283254206914616,0.0272659542600839,0.018631710807700205,0.0085712342600839,-6.30091922997969e-05
Luis Alberto Suárez Díaz,Barcelona,6,37,88.7,28.5,Off T,Right Foot,Free Kick,False,0.02037974,0,33.34576434871451,0.2056157402491365,0.021402987109626074,0.03446799683027023,0.0010232471096260735,0.014088256830270228
Iñaki Williams Arthuer,Athletic Club,11,48,96.4,36.5,Off T,Right Foot,Open Play,True,0.086565,0,23.858122306669475,0.30134337906642084,0.0557531374675263,0.06400957370214089,-0.030811862532473706,-0.022555426297859116
Raúl García Escudero,Athletic Club,12,49,90.5,32.5,Saved,Left Foot,Open Play,False,0.024788521,0,30.438462510448847,0.23222345044060452,0.028746676123551907,0.0186623985841209,0.003958155123551906,-0.0061261224158791
Yuri Berchiche Izeta,Athletic Club,14,52,99.7,41.2,Off T,Right Foot,Open Play,True,0.07149287,0,20.335437049643165,0.35558021318907934,0.07955932652737574,0.0967089960783842,0.00806645652737574,0.025216126078384193
Luis Alberto Suárez Díaz,Barcelona,24,58,110.1,41.7,Saved,Left Foot,Open Play,True,0.4847557,0,10.044899203078154,0.6916797971541374,0.22836211747276874,0.3020269858315313,-0.25639358252723127,-0.1827287141684687
Mikel Balenziaga Oruesagasti,Athletic Club,27,58,92.7,34.9,Blocked,Left Foot,Open Play,True,0.017790353,0,27.772288346479478,0.2578017866388771,0.03762073315528236,0.038090369012468886,0.01983038015528236,0.020300016012468888
Ivan Rakitić,Barcelona,33,27,96.7,29.7,Off T,Right Foot,Open Play,False,0.04027288,0,25.47508586835381,0.26216879763771694,0.04680505235873293,0.03531185997813208,0.006532172358732935,-0.004961020021867914
Luis Alberto Suárez Díaz,Barcelona,37,28,114.4,52.8,Saved,Right Foot,Open Play,False,0.06298852,0,13.97139935725838,0.22176469139132163,0.1286300628968235,0.11638325598260658,0.06564154289682349,0.05339473598260658
Philippe Coutinho Correia,Barcelona,38,0,103.0,26.7,Off T,Left Foot,Open Play,False,0.04859573,0,21.584485168750263,0.26837451144457874,0.06733120028037734,0.05116311868718192,0.018735470280377343,0.0025673886871819263
Óscar de Marcos Arana,Athletic Club,40,7,115.0,48.2,Goal,Right Foot,Open Play,True,0.13088901,1,9.604165762834379,0.43460418058598554,0.20679113405674918,0.28059590889788627,0.07590212405674918,0.14970689889788627
Philippe Coutinho Correia,Barcelona,42,56,111.0,42.1,Saved,Head,Open Play,False,0.1898322,0,9.241753080449618,0.7409412594815418,0.24856192732221627,0.08996663566555342,0.05872972732221626,-0.09986556433444659
Philippe Coutinho Correia,Barcelona,45,58,103.8,35.7,Saved,Right Foot,Open Play,True,0.053701807,0,16.760966559241147,0.4172245192157864,0.11331966215507493,0.14505248237717513,0.05961785515507493,0.09135067537717514
Ousmane Dembélé,Barcelona,53,42,98.2,58.3,Saved,Left Foot,Open Play,False,0.010899423,0,28.462782717085126,0.19767205789460462,0.0339185726997849,0.022626086708493875,0.0230191496997849,0.011726663708493875
Philippe Coutinho Correia,Barcelona,61,47,111.4,30.2,Post,Right Foot,Open Play,True,0.12731715,0,13.038404810405295,0.38221300503807304,0.15243967116578755,0.2013175358224674,0.02512252116578756,0.0740003858224674
Luis Alberto Suárez Díaz,Barcelona,61,49,115.6,40.8,Wayward,Left Foot,Open Play,True,0.81748074,0,4.472135954999585,1.3685452894991401,0.44426912794424656,0.5913416613418864,-0.3732116120557535,-0.22613907865811367
Raúl García Escudero,Athletic Club,63,22,86.5,64.9,Off T,Right Foot,Open Play,False,0.008151521,0,41.74038811510981,0.14089890723162277,0.009120231196823573,0.005125553247520092,0.0009687101968235724,-0.0030259677524799083
Ivan Rakitić,Barcelona,68,12,96.2,30.6,Blocked,Right Foot,Open Play,False,0.030324083,0,25.589060162499127,0.2652178584000785,0.046398347531582784,0.03495746499778027,0.016074264531582783,0.004633381997780267
Lionel Andrés Messi Cuccittini,Barcelona,71,22,94.6,47.4,Blocked,Left Foot,Free Kick,False,0.061186552,0,26.456001209555467,0.2644806585406572,0.04276068897730843,0.07187773629977622,-0.01842586302269157,0.010691184299776217
Ousmane Dembélé,Barcelona,72,11,107.5,49.2,Blocked,Left Foot,Open Play,True,0.086023055,0,15.520631430454111,0.3824081190445264,0.12360404117786207,0.15135854219227018,0.03758098617786207,0.06533548719227018
Lionel Andrés Messi Cuccittini,Barcelona,72,13,105.9,51.8,Blocked,Left Foot,Open Play,False,0.040588498,0,18.38613608129777,0.3078090646839118,0.09204673575105651,0.07436334163619154,0.05145823775105651,0.03377484363619154
Yuri Berchiche Izeta,Athletic Club,72,44,101.4,23.6,Blocked,Left Foot,Open Play,False,0.027267875,0,24.79758052714014,0.2225941996086119,0.04863299631557549,0.0346916078977814,0.021365121315575487,0.007423732897781397
Iñaki Williams Arthuer,Athletic Club,73,32,102.8,40.7,Blocked,Right Foot,Open Play,False,0.118283,0,17.21423829276219,0.41868281750208897,0.10902584473828125,0.09693583605729407,-0.009257155261718747,-0.02134716394270593
Lionel Andrés Messi Cuccittini,Barcelona,76,32,107.9,32.3,Post,Left Foot,Open Play,False,0.08154796,0,14.342245291445824,0.43161922637845723,0.14055274151250233,0.12399850197059592,0.059004781512502325,0.04245054197059592
Lionel Andrés Messi Cuccittini,Barcelona,77,0,100.0,34.3,Off T,Left Foot,Open Play,False,0.029911907,0,20.79639391817726,0.33607303485675694,0.0754090193413237,0.05879438148269054,0.0454971123413237,0.02888247448269054
Lionel Andrés Messi Cuccittini,Barcelona,83,24,107.9,60.7,Saved,Left Foot,Open Play,False,0.007767651,0,23.977072381756702,0.1564514146709602,0.050358362991829206,0.035987572718837575,0.042590711991829205,0.028219921718837575
Munir El Haddadi Mohamed,Barcelona,83,27,115.3,44.0,Goal,Left Foot,Open Play,True,0.4455736,1,6.171709649683792,0.9482388569880893,0.3388678141715692,0.4553982754264882,-0.10670578582843082,0.009824675426488183
Ivan Rakitić,Barcelona,90,13,108.8,33.7,Off T,Right Foot,Open Play,False,0.09540218,0,12.850291825480074,0.49537521553692804,0.16488382235563498,0.15862988956859955,0.06948164235563498,0.06322770956859955
Ezequiel Marcelo Garay,Valencia,1,17,118.8,42.7,Goal,Right Foot,Open Play,True,0.93489856,1,2.954657340538835,1.0825422862385636,0.43431933885975615,0.5900884736927008,-0.5005792211402439,-0.34481008630729926
Michy Batshuayi Tunga,Valencia,5,13,106.5,27.4,Saved,Left Foot,Open Play,False,0.027658284,0,18.46645607581487,0.29295620386820603,0.09057868774543791,0.07288376018764808,0.0629204037454379,0.04522547618764808
Geoffrey Kondogbia,Valencia,6,2,97.2,45.3,Off T,Left Foot,Open Play,False,0.04364742,0,23.407904647789383,0.3026360143868371,0.058168872151321625,0.04311947220986855,0.014521452151321626,-0.0005279477901314472
Michy Batshuayi Tunga,Valencia,11,47,98.9,39.7,Saved,Right Foot,Open Play,True,0.08765943,0,21.10213259365033,0.34343544241562546,0.07367782813448656,0.08849256527797908,-0.013981601865513435,0.0008331352779790829
Luis Alberto Suárez Díaz,Barcelona,17,59,77.1,78.0,Off T,Right Foot,Open Play,False,0.0032122005,0,57.309772290596314,0.09570992440970252,0.0019385847409395223,0.0008364256608760782,-0.0012736157590604775,-0.0023757748391239216
Lionel Andrés Messi Cuccittini,Barcelona,20,29,95.8,47.7,Saved,Left Foot,Open Play,False,0.034218077,0,25.395472037353436,0.27347023876892956,0.047491296862605614,0.03384946494900666,0.013273219862605615,-0.0003686120509933388
Lionel Andrés Messi Cuccittini,Barcelona,22,44,96.8,40.4,Goal,Left Foot,Open Play,True,0.058597814,1,23.203448019637083,0.31284887019626567,0.0596541116985111,0.06534477247486113,0.0010562976985111008,0.006746958474861134
Denis Cheryshev,Valencia,38,18,109.6,39.3,Blocked,Right Foot,Open Play,True,0.097958855,0,10.423531071570714,0.6742573257937052,0.2199065516117396,0.3029731240303888,0.12194769661173961,0.20501426903038877
José Luis Gayà Peña,Valencia,38,21,109.0,24.1,Off T,Left Foot,Open Play,True,0.043873113,0,19.33416664870767,0.21980006451338058,0.08017267121805428,0.09139013207555347,0.036299558218054286,0.04751701907555347
Jordi Alba Ramos,Barcelona,44,30,102.8,28.6,Blocked,Right Foot,Open Play,False,0.04075383,0,20.63492185592182,0.296305264489878,0.07468219594650018,0.06147118708453735,0.03392836594650018,0.020717357084537355
Denis Cheryshev,Valencia,47,0,98.6,36.6,Off T,Left Foot,Open Play,False,0.057791147,0,21.668410186259635,0.3308122131713651,0.069437304135907,0.05329263544195524,0.011646157135906998,-0.00449851155804476
Philippe Coutinho Correia,Barcelona,49,40,101.2,24.1,Saved,Right Foot,Open Play,False,0.037053972,0,24.622144504490258,0.22808515986005834,0.04960560535626096,0.037729819903138034,0.012551633356260965,0.0006758479031380368
Lionel Andrés Messi Cuccittini,Barcelona,54,11,114.5,26.9,Saved,Left Foot,Open Play,False,0.0645367,0,14.207744367069674,0.21045795053325547,0.1252347572054426,0.1065857129071427,0.06069805720544261,0.04204901290714269
Daniel Parejo Muñoz,Valencia,56,0,96.1,22.5,Off T,Right Foot,Open Play,False,0.009358378,0,29.621951319924896,0.19977040717389488,0.03042768363900514,0.02116484739537109,0.02106930563900514,0.01180646939537109
Michy Batshuayi Tunga,Valencia,56,47,97.8,38.8,Blocked,Left Foot,Open Play,True,0.04758354,0,22.232408776378687,0.32587947232293424,0.0657489418394729,0.07319873390040496,0.0181654018394729,0.02561519390040496
Kevin Gameiro,Valencia,60,31,108.9,55.9,Off T,Right Foot,Open Play,False,0.02589074,0,19.39123513343077,0.22042579837254522,0.07979155778508659,0.06613862353990466,0.0539008177850866,0.04024788353990466
Lionel Andrés Messi Cuccittini,Barcelona,71,42,89.8,50.0,Off T,Left Foot,Free Kick,False,0.02908752,0,31.81257612957492,0.21785103945861378,0.024983499196639784,0.038806987533472115,-0.004104020803360215,0.009719467533472116
Luis Alberto Suárez Díaz,Barcelona,72,47,101.5,22.1,Blocked,Right Foot,Open Play,False,0.015836753,0,25.74218327958994,0.20562651637734403,0.044049455705718776,0.03274364870339688,0.028212702705718778,0.016906895703396884
Lionel Andrés Messi Cuccittini,Barcelona,79,45,111.0,29.4,Off T,Right Foot,Open Play,False,0.072049536,0,13.905394636614957,0.3509208549123064,0.1392834622525831,0.1288962621924744,0.06723392625258309,0.05684672619247441
Lionel Andrés Messi Cuccittini,Barcelona,85,54,98.5,32.0,Saved,Right Foot,Open Play,False,0.04160071,0,22.940139493908923,0.29774822871745876,0.060547772651777396,0.04797364608021944,0.018947062651777397,0.006372936080219438
Philippe Coutinho Correia,Barcelona,2,0,105.0,35.0,Goal,Right Foot,Open Play,True,0.15896364,1,15.811388300841896,0.4344892487439107,0.12424920804791888,0.16098877646530887,-0.03471443195208111,0.0020251364653088855
Franco Damián Vázquez,Sevilla,3,11,92.2,28.6,Blocked,Left Foot,Open Play,False,0.024006272,0,30.046630426721723,0.22492867225663615,0.02969916411241058,0.01938311832603732,0.005692892112410582,-0.004623153673962679
Guilherme Antonio Arana Lopes,Sevilla,5,44,99.4,26.3,Post,Left Foot,Open Play,False,0.035078652,0,24.739644298170493,0.24675189257851346,0.04964463778546,0.0356064729737909,0.01456598578546,0.0005278209737909004
Lionel Andrés Messi Cuccittini,Barcelona,8,54,114.0,29.0,Blocked,Left Foot,Open Play,True,0.07489057,0,12.529964086141668,0.29680613661659344,0.1515831483739407,0.18932760845483157,0.07669257837394071,0.11443703845483157
Simon Thorup Kjær,Sevilla,10,57,105.1,45.1,Off T,Head,Open Play,False,0.04349201,0,15.748650735856712,0.4351443137629006,0.12496715020248228,0.035051228127516446,0.08147514020248228,-0.008440781872483552
Lionel Andrés Messi Cuccittini,Barcelona,12,1,101.0,47.7,Goal,Left Foot,Open Play,False,0.10855549,1,20.500975586542218,0.3293587911690138,0.07713599759691445,0.0603687101702382,-0.03141949240308556,-0.04818677982976181
Wissam Ben Yedder,Sevilla,14,36,111.0,53.7,Off T,Head,Open Play,False,0.030793918,0,16.39176622576103,0.25254536705663,0.10621681852762092,0.028123394402243904,0.07542290052762092,-0.0026705235977560957
Ivan Rakitić,Barcelona,23,27,85.0,51.0,Off T,Right Foot,Open Play,False,0.0061415313,0,36.68787265568828,0.18993757639093453,0.015360143913753475,0.009473725696183273,0.009218612613753476,0.003332194396183273
Franco Damián Vázquez,Sevilla,28,32,108.1,35.6,Saved,Head,Open Play,False,0.049984284,0,12.687395319765209,0.5332306441724662,0.17060670304266096,0.053010156713224385,0.12062241904266097,0.003025872713224388
Philippe Coutinho Correia,Barcelona,35,55,94.0,32.0,Off T,Right Foot,Open Play,True,0.03006524,0,27.202941017470888,0.2561756566544305,0.03965293892079341,0.042990262277694584,0.009587698920793412,0.012925022277694584
